id	url	title	abstract	subject
69047	http://scholarworks.montana.edu/xmlui/handle/1/1240	The effect of instruction based on the nature of science and eliminating preconceptions on understanding and acceptance of evolution	In this investigation, nature of science instruction was blended with evolution instruction that did not use words like evolution and natural selection for the purpose of increasing student understanding of evolution and the nature of science as well as increasing acceptance of the theory of evolution. Participants included 1 class of 20 7th-graders and 1 class of 18 8th-graders. Student learning and understanding were assessed with classroom summative tests, online surveys, and recorded interviews. Results revealed increased understanding of the nature of science and evolution, along with increased acceptance of evolution.	['culture', 'evolution', 'students', 'learning and scholarship', 'intellectual life', 'middle school students', 'humanities', 'civilization', 'auxiliary sciences of history', 'philosophy', 'persons']
69048	http://scholarworks.montana.edu/xmlui/handle/1/12411	There's Work to be Done: Exploring Library–Vendor Relations	Academic library and vendor professionals were surveyed to determine strengths and weaknesses of these relationships—revealing, in some cases, conflicting priorities. The two groups offered perspectives on communication preferences, organizational strategies, priorities, and local challenges. Trends emerging from the survey results highlight a need to explore the library–vendor relationship further. This article will be of interest to academic librarians and staff working regularly with vendors in acquisitions or collection management.	['sociology', 'social sciences', 'civilization', 'auxiliary sciences of history', 'communication']
69049	http://scholarworks.montana.edu/xmlui/handle/1/1242	Elements of reflective and non-reflective discourse in an online induction program for experienced and novice science teachers	Reflection is frequently cited in the literature as integral to the type of learning in which professionals engage. However, throughout the literature the concept of reflection has been ill-defined and shown to be difficult to operationalize in studies. Beginning with a comprehensive review of the literature, this study sought to develop a research based way to operationalize reflection. Once reflection was defined and operationalized, a discourse analysis rubric was designed to identify elements of non reflective and reflective discourse used by participants in an online content-based mentoring and induction professional development program, e-Mentoring for Student Success (eMSS). The rubric was used to conduct a content analysis of online discourse between novice and experienced science teachers participating in the eMSS program. Coders determined which elements of non reflective and reflective discourse, including levels of discourse, were used by different types of participants in the various online discussion areas of the eMSS program. The results of this study showed a higher percentage of novice science teachers' messages were coded as containing overall higher levels of reflective discourse. This difference was partly attributed to the different roles experienced and novice science teachers have in this program. The different eMSS online discussion areas had varying percentages of messages identified as containing different levels of reflective discourse. Different discussion area curriculums, including types of discussion prompts and methods of facilitation, partly attributed to these differences. This study showed the importance of being intentional in the wording or modeling of what is expected from participants as they compose their messages. This study also showed that eliciting reflective thought processes from program participants depends on a variety of factors and can be contextual. No single factor stood out as essential to consistently encouraging reflective thought processes. Recommendations are made for designing program curriculums and facilitating the type of learning that results in the use of reflective thought by program participants.	['physical instruments', 'wide area networks (computer networks)', 'physics', 'combinations', 'industrial arts', 'electrical engineering', 'engineering', 'magnetics', 'electronic information resources', 'chance', 'information storage and retrieval systems', 'civilization', 'cybernetics', 'matter--properties', 'intellectual life', 'continuum mechanics', 'probabilities', 'electronics', 'computer systems', 'physical sciences', 'cycles', 'environmental sciences', 'recursion theory', 'electromagnetic theory', 'mathematics', 'science', 'auxiliary sciences of history', 'communication', 'electromagnetic waves', 'electric waves', 'mathematical analysis', 'statics', 'occupations', 'permutations', 'hydrodynamics', 'digital communications', 'fluid mechanics', 'electronic data processing--distributed processing', 'logic, symbolic and mathematical', 'statistical communication theory', 'earth sciences', 'information theory', 'scientific apparatus and instruments', 'telecommunication', 'digital electronics', 'electronic systems', 'information networks', 'humanities', 'arithmetic--foundations', 'computer networks', 'fluid dynamics', 'computers', 'social sciences', 'documentation', 'combinatorial analysis', 'pulse techniques (electronics)', 'internet', 'fortune', 'electronic apparatus and appliances', 'technology', 'culture', 'sociology', 'signal detection', 'geomagnetism', 'electric fields', 'field theory (physics)', 'waves', 'algebra', 'machine theory', 'data transmission systems', 'science--philosophy', 'number theory', 'information resources', 'handicraft', 'dynamics', 'magnetism', 'signal theory (telecommunication)', 'mechanics', 'mathematics--philosophy', 'geophysics', 'system theory', 'control theory', 'electronic data processing', 'information science', 'magnetic fields', 'radio waves', 'mathematical physics', 'telecommunication systems', 'algorithms', 'recursive functions', 'information services', 'mechanics, analytic', 'information retrieval', 'learning and scholarship', 'research--equipment and supplies', 'elasticity', 'philosophy']
69050	http://scholarworks.montana.edu/xmlui/handle/1/1244	Functional analysis of Puroindoline genes in Wheat (Triticum aestivum)	Grain hardness variation has large effects upon many different end-use properties of wheat (Triticum aestivum). The Hardness (Ha) locus consisting of the Puroindoline a and b genes (Pina and Pinb) controls the majority of grain hardness variation. Starch production is a growing end-use of wheat. The first objective of this study was to estimate the differences in starch yield due to natural and transgenically conditioned grain hardness differences. To accomplish this goal, a small scale wet milling protocol was used to characterize the wet milling properties of two independent groups of isogenic materials varying in grain hardness and in Pin expression level. The results of the first study demonstrate that the Ha locus and puroindoline expression are both linked to wet-milling starch yield and that selection for increased Ha function increases starch yield via enhanced separation of starch granules and the protein matrix during wet milling. The lack of Pin allelic diversity is a major factor limiting Ha functional analyses and wheat quality improvement. So the second objective of this study was to create new Ha alleles in the soft white spring cultivar Alpowa using ethylmethane sulfonate (EMS) mutagenesis. The M 2 population was screened to identify new alleles of Pina and Pinb. One hundred and forty eight new Pin alleles, including 68 missense alleles, were identified. F 2 populations for 49 of the new Pin alleles including 43 unique missense ones were developed after crossing each back to non-mutant Alpowa. Grain hardness was then measured on F 2:3 seeds and the impact of each allele on grain hardness was quantified. The tested mutations comprised a range of functionality from neutral to function abolishing mutations. Seed weight and vigor of all mutation lines was restored among all of the F 2 populations. The new alleles have the potential to improve end use properties of soft and hard wheats.	"['angiosperms', 'genetics', 'plants', 'science', 'organisms', 'cyperales', 'research', 'morphology (animals)', 'biology', 'morphology', 'monocotyledons', 'embryology', 'zoology', 'grasses', 'life sciences', 'breeding', 'developmental biology', 'anatomy, comparative', 'life (biology)', 'phanerogams', 'wheat', 'heredity', 'natural history', 'variation (biology)', ""mendel's law""]"
69051	http://scholarworks.montana.edu/xmlui/handle/1/1245	The effects of science strategies support for identified students with learning disabilities	Today's inquiry-based science classroom is continually academically challenging. This can be even more of a struggle for students identified with learning disabilities. All students, including those who receive special education services, are required to participate in the regular education science curriculum. In this study specific science strategy interventions were implemented over a six-week treatment period to support students with learning disabilities in the regular science education classroom. The data indicates that with appropriate content interventions, all students participated and engaged in the classroom environment with a greater confidence. In addition to academic engagement, most students saw an increase in their academic achievement in the regular education classroom. In conclusion, the treatment led to an increase in positive attitudes toward the science classroom and in content learning.	['education', 'students', 'middle school students', 'civilization', 'auxiliary sciences of history', 'persons', 'special education']
69052	http://scholarworks.montana.edu/xmlui/handle/1/12455	Warming alters coupled carbon and nutrient cycles in experimental streams.	Although much effort has been devoted to quantifying how warming alters carbon cycling across diverse ecosystems, less is known about how these changes are linked to the cycling of bioavailable nitrogen and phosphorus. In freshwater ecosystems, benthic biofilms (i.e. thin films of algae, bacteria, fungi, and detrital matter) act as biogeochemical hotspots by controlling important fluxes of energy and material. Understanding how biofilms respond to warming is thus critical for predicting responses of coupled elemental cycles in freshwater systems. We developed biofilm communities in experimental streamside channels along a gradient of mean water temperatures (7.5â€“23.6 Â°C), while closely maintaining natural diel and seasonal temperature variation with a common water and propagule source. Both structural (i.e. biomass, stoichiometry, assemblage structure) and functional (i.e. metabolism, N2-fixation, nutrient uptake) attributes of biofilms were measured on multiple dates to link changes in carbon flow explicitly to the dynamics of nitrogen and phosphorus. Temperature had strong positive effects on biofilm biomass (2.8- to 24-fold variation) and net ecosystem productivity (44- to 317-fold variation), despite extremely low concentrations of limiting dissolved nitrogen. Temperature had surprisingly minimal effects on biofilm stoichiometry: carbon:nitrogen (C:N) ratios were temperature-invariant, while carbon:phosphorus (C:P) ratios declined slightly with increasing temperature. Biofilm communities were dominated by cyanobacteria at all temperatures (>91% of total biovolume) and N2-fixation rates increased up to 120-fold between the coldest and warmest treatments. Although ammonium-N uptake increased with temperature (2.8- to 6.8-fold variation), the much higher N2-fixation rates supplied the majority of N to the ecosystem at higher temperatures. Our results demonstrate that temperature can alter how carbon is cycled and coupled to nitrogen and phosphorus. The uncoupling of C fixation from dissolved inorganic nitrogen supply produced large unexpected changes in biofilm development, elemental cycling, and likely downstream exports of nutrients and organic matter.	['life sciences', 'physiology', 'chemistry', 'biology', 'metabolism', 'physical sciences', 'biochemistry', 'science', 'medical sciences', 'temperature']
69053	http://scholarworks.montana.edu/xmlui/handle/1/1248	Indian Blood' or lifeblood? : an analysis of the racilization of native North American peoples	"The racialization of Native Americans has distorted their individual and collective identities. As a mechanism of Western imperialism, ""race"" has contributed to their dispossession, disintegration and deculturalization. Racialized oppression continues at federal and tribal levels through the usage of racial terminology and in blood quantum policies, leading to the fragmentation, marginalization, stigmatization and alienation of Native individuals. As such, race and blood quantum pose a threat to the survival of tribes. Tribes have within their means indigenous alternatives to race and blood quantum and will need to revitalize these indigenous practices and principles if they are to safeguard their survival as autonomous cultural and political entities."	['anthropology', 'physical anthropology', 'race']
69054	http://scholarworks.montana.edu/xmlui/handle/1/1249	The goal of disrupting distraction : investigating how stereotype threat disrupts working memory via the dual process of control	Few researchers would argue with the notion that stereotype threat inflicts its deleterious effects by depleting working memory resources. Even fewer can explain the true nature of stereotype threat's disruptive nature on working memory. Based upon the dual process framework of control (Kane & Engle, 2003) we examined whether or not stereotype threat produces its negative effects by creating distraction that debilitates individual's ability to maintain the goal of the task and one's ability to resolve competition between conflicting responses. In Study 1, 187 men engaged in a working memory capacity measure (Ospan) and then engaged in the color Stroop task under mostly congruent list conditions or mostly incongruent list conditions. The Stroop task was described as a test of verbal ability (stereotype threat condition) or not (control). The results demonstrated that stereotype threat disrupts working memory by interfering with an individual's ability to maintain the task goals increasing Stroop error effects, especially for those with lower working memory capacity. Study 2 was designed to replicate Study 1 using a different stereotyped population and to investigate what cognitive control strategy operates while under stereotype threat. Specifically, we examined if stereotype threat increases the use of reactive control strategies whereby individuals do not actively maintain the task goal, make an error that indicates conflict, which in turn reactivates the goal for a short while. In Study 2, 144 women were given the automated version of the Reading Span task to assess working memory capacity, then completed the counting Stroop task under mostly congruent list conditions or mostly incongruent list conditions with item specific congruency manipulated within both lists. The Stroop task was described as a quantitative ability task (stereotype threat condition) or not (control). Overall errors and reaction time were again assessed. In addition, errors and reaction times for mostly congruent items, mostly incongruent items, and item-specific effects were assessed. The results did not provide significant evidence as to what type of control strategy operates under stereotype threat. Implications of how stereotype threat disrupts working memory and how interventions can address these effects are discussed.	['philosophical anthropology', 'philosophy', 'theological anthropology', 'science', 'theology', 'humanities', 'christianity', 'auxiliary sciences of history', 'religions', 'philosophy and civilization', 'eschatology', 'biology', 'psychology', 'ability', 'soul', 'ontology', 'future life', 'civilization', 'thought and thinking', 'life sciences', 'memory', 'religious thought', 'life', 'civilization--philosophy', 'intellectual life', 'educational psychology', 'culture', 'intellect', 'learning and scholarship', 'human biology', 'religion', 'theology, doctrinal']
69055	http://scholarworks.montana.edu/xmlui/handle/1/1250	Exercising influence, hoping for change : Sara Orne Jewett, Charlotte Perkins Gilman, and Zitkala-Sa negotiate feminism at the turn of the century	By the mid 1800s, American feminism began gaining momentum. Politicians, scientists, and clergymen all responded to the evolving call for reforms. More and more people adopted the view that women were oppressed by a male-centered society, and most women were isolated within the home. Women writers belonged to a small group of women whose voices had cultural weight and they had to negotiate between the demands of their writing and audience and their involvement and interest in the women's movement. At the turn of the century, Sarah Orne Jewett, Zitkala-Ša, and Charlotte Perkins Gilman each had their respective audiences and expectations, and each woman had to balance her writing and her interest in the debate over women's role in society. For each author, three years of her life and work are isolated in order to take an in-depth look at the influences of the women's movement. In order to fully appreciate the complexities affecting the writing and the changes that writers had to face, both privately and publicly, the writers' personal lives, the political atmosphere, and the writing produced are studied. Key questions are asked of each author: How did she respond to reform movements? How did she use her career to influence and change ideas about women in the United States? Spanning from the 1880s into the 1920s, Jewett, Zitkala-Sa, and Gilman each approached their work differently, and their work during this time highlights the complexity and connections of writing, politics, and life.	['philology', 'authorship', 'criticism', 'literature', 'rhetoric']
69056	http://scholarworks.montana.edu/xmlui/handle/1/12507	Evaluation of trap crops for the management of wireworms in spring wheat in Montana	Wireworms, the larval stage of click beetles, have slender, shiny, hard bodies with three pairs of legs. They are polyphagous and have cryptic habitats. In recent years, increasing wireworm numbers and damage have become a major problem for growers in the Golden Triangle Region of Montana. The control of this pest is very difficult because after the removal of Lindane by US Environmental Protection Agency (USEPA) in 2009, the use of the second generation insecticides have not been able to provide effective control of wireworms. Thus, using insecticides to control wireworms has not been effective at high population levels. Also, little is known about the biology and feeding habit of wireworms. The goal of this study is to evaluate trap crops that can protect the spring wheat by attracting wireworms. First, field trials were conducted at two locations to investigate on the use of peas Pisum sativum L. (Fabaceae), lentils Lens culinaris L. (Fabaceae), canola/rapeseed Brassica napus L. (Brassicaceae), corn/maize Zea mays L. (Poaceae), durum Triticum durum Desf. (Poaceae) and barley Hordeum vulgare L. (Poaceae) as traps intercropped with spring wheat Triticum aestivum L. (Poaceae). The efficacy of trap cropping was determined by damage assessment in wheat plants along 1m transects and by counting wireworm populations on wheat and trap crop rows of a plot. Secondly, the effect of intercrop spacing on plant damage and the number of wireworms was determined for pea and lentil trap crops. To support field trials potted experiments were set up in the shade house to determine wireworm distributions in two-choice assays. Collectively the results from this study showed that pea and lentil trap crops resulted in significantly lower damage in wheat plants and they attracted more numbers of wireworms compared to other crops. Results from shade house trails supported observations from the field trials. An intercropping spacing of 0.5m between pea or lentil and the spring wheat crop produced highest density of spring wheat plants. The results from these experiments will add to the basic understanding of trap cropping for wireworms control.	['angiosperms', 'monocotyledons', 'plants', 'life (biology)', 'organisms', 'cyperales', 'phanerogams', 'grasses', 'wheat']
69057	http://scholarworks.montana.edu/xmlui/handle/1/12508	The microbial community ecology of various systems for the  cultivation of algal biodiesel	Algal based biofuel has the potential to aid in offsetting future fossil fuel consumption and demand, and lowering CO 2 emissions. Cultivation strategies are a pivotal component of achieving high biomass yield. Open outdoor pond systems are currently the most economically viable method for large-scale algae cultivation due to less energy for maintenance than closed systems. However, open pond cultivation is subject to microbial colonization, sometimes negatively impacting the algal crop. Thus, large-scale production is hindered by gaps in our fundamental understanding of microbial interactions and ecology. The following research aims to explore the interplay between cultivation methods, nutrient availability, community composition, lipid metabolism, and system ecology and identify cost effective concepts for algal lipid production. Using alkalinity to limit microbial colonization of an open system is investigated in Chapter 2 in which a monoculture of Chlorella vulgaris was successfully cultivated. A putative relationship with a Pseudomonas sp. was identified in which the exchange of key metabolites could have enhanced algal growth and limited contamination. Such interactions may minimize the need for pesticides and fertilizer subsequently reducing pollution and operating costs. Findings suggested that potentially beneficial algal-bacterial relationships occurring in alkaline conditions supported a productive and stable monoculture. Alkalinity, in addition to nutrient abundance, is further explored in a natural freshwater terminal lake system, presented in Chapter 3. Lake eutrophication coupled with temperature increases led to a toxic cyanobacterial bloom that reduced overall eukaryotic diversity. Insight gained on the interplay between alkalinity, nutrients, and community dynamics from this natural system was then applied to a series of artificial wastewater lagoons Chapter 4. Elevated lipid (g/L) was observed in this system partially facilitated by increased water residence time in the lagoons and elevated nitrogen availability. Differing alga community composition were observed during periods of elevated lipid in addition to higher biomass (cells/mL) suggesting that higher lipid volumes were the result of high biomass concentration and not necessarily the lipid productivity of specific alga taxa. The research presented utilizes traditional ecologic concepts like diversity and contributes to a more comprehensive understanding of community interactions helping to minimize cost, reduce pollution, and ultimately contribute to the realization of viable biodiesel.	['life sciences', 'ecology', 'cryptogams', 'environmental sciences', 'microbiology', 'biology', 'plants', 'algae', 'life (biology)', 'microbial ecology', 'science', 'organisms', 'aquatic sciences', 'plankton', 'aquatic biology', 'phytoplankton']
69058	http://scholarworks.montana.edu/xmlui/handle/1/12509	Germs: friend or foe? How media influences our perceptions of disease	An accurate understanding of disease is vital to our society. In order for our public health system to protect us from new threats, we need to be adequately informed. Much of the information the public receives about infectious diseases comes from visual sources. With a shift away from broadcast media to internet-based sources, story becomes emphasized over accuracy. This sensationalizes diseases, leading to the spread of misinformation and the amplification of stigmas. Accurate portrayals of diseases are crucial to society's ability to fight them, and as content creators, filmmakers have a responsibility to limit the spread of misinformation. In this paper, I explore the effect sensationalism and stigma have on the perpetuation of disease outbreaks and the importance of accuracy and transparency in our media, including the news, Hollywood film, and documentary.	['life sciences', 'biology', 'medicine', 'human biology', 'science', 'diseases']
69059	http://scholarworks.montana.edu/xmlui/handle/1/1251	Factors influencing the fate of chromium in soils : microbial ecology, physiology and metal transformation studies	Chromium is a common contaminant in soil environments, especially at Department of Energy sites. The fate of chromium in the environment is influenced by a number of factors including the microbial processes and the interactions with soil constituents such as carbon sources, iron minerals and electron shuttling compounds. The overall goals of these studies were to isolate and characterize microorganisms that may play a role in the fate of chromium in soil systems, identify the microbial community associated with a simulated low-level waste site and determine the role carbon source, iron minerals and electron shuttles play on Cr(VI) toxicity and reduction by Arthrobacter spp. and Cellulomonas sp. strain ES6. Three strategies for isolating potential cellulose-degrading isolates (direct isolation on agar plates, liquid enrichments and soil laden continuous flow columns) were implemented through which thirteen isolates were obtained. Clone library, PhyloChip and quantitative PCR analyses of the bacterial community within a simulated low-level waste site at the Idaho National Laboratory suggested that the presence of cellulosic waste influenced the bacterial community structure with soil depth at the site. The influence of potential cellulose degradation products as carbon sources on Cr(VI) toxicity and reduction by Arthrobacter sp. isolate EF01 and A. aurescens TC1 was assessed through bench-scale studies. Results indicated that Cr(VI) toxicity to both Arthrobacter spp. was tied to carbon metabolism. Additional studies with Cellulomonas sp. strain ES6 demonstrated that Cr(VI) reduction by this organism was also influenced by carbon source as well as by the addition of electron shuttles and iron minerals. Overall, the results of this dissertation provide insight into the potential interactions between microorganisms, soil constituents and chromium in situ.	['life sciences', 'ecology', 'environmental sciences', 'microbiology', 'biology', 'microbial ecology', 'science']
69060	http://scholarworks.montana.edu/xmlui/handle/1/12510	Principal leadership, collective teacher efficacy, and high reliability organization principles : creating high-performing high schools	The purpose of this multiple embedded case study is to understand how principal leadership develops and maintains collective teacher efficacy (CTE) in rural high schools, and how CTE and high reliability organization (HRO) principles contribute to the development of a high-performing rural high school. Four Montana high schools were selected for this study based upon students above average composite ACT scores and graduation rates for two consecutive years. The third criterion was that each school's principal had to have been in that leadership position longer than four years. Each school completed Goddard and Hoy's Collective Efficacy Scale (2003) to ascertain the level of the teaching staff's collective efficacy and provide descriptive data. The principal and a teacher focus group from each school were then interviewed separately. From the data analysis, three themes emerged across all four schools. First, principals had developed 'situational awareness' to effectively manage their schools. Second, principals had well established and effective formal and informal channels of communication. Third, principals had a continuous school improvement process in place to make improvements. Principals have a key role to play in the development of CTE as well as the implementation of HRO principles in their schools to create a high-performing school. The results of this study can provide new insights on how principals develop collective teacher efficacy (CTE) and utilize the five high reliability organization principals to create a high-performing high school in rural Montana.	['ability', 'leadership']
69061	http://scholarworks.montana.edu/xmlui/handle/1/12511	Defining fishermen with undersea rhetoric	Depictions of fishermen in marine filmmaking have varied widely depending on the rhetoric of the filmmaker. As filmmakers apply terrestrial logic to aquatic environments fishermen are subject to the film's cultural and personal perspectives. Because of this fishermen are portrayed as scientists, necessary to understanding aquatic sea life; stewards, necessary for protecting and maintaining the ocean; and predators, preying on the ocean's resources. Although films define and redefine anglers into different political spheres, fishermen are important to understanding the ocean. They are an invaluable resource for first-hand contact with aquatic environments. Utilizing anglers to construct the filmmaker's argument will only benefit films trying to describe the ocean as a space connected to and defined apart from terrestrial beings. I use my film, 43 and 80, as an example of a film that allows its fishermen to be the primary source of information about one species of marine life, namely pacific halibut. Because of their proximity and reliance on the fishing industry, I portray the fishermen of 43 and 80 as instrumental to understanding the need for halibut conservation and the regulations surrounding the pacific halibut industry.	['rhetoric', 'authorship']
69062	http://scholarworks.montana.edu/xmlui/handle/1/12512	Meteoric 10Be in lake sediment cores as a measure of climatic and erosional change	Developing tools that trace Earth-surface processes is necessary to quantify the complex controls on geomorphological, geochemical, and climate records. This thesis explores the potential of one such tool, meteoric 10 Be. The delivery of meteoric 10 Be to the surface varies with precipitation and its adsorption to sediment has proven useful in studies of erosion. These characteristics indicate that meteoric 10 Be in lake sediments varies under changing climate and changing sediment influx, making it a potential recorder of past climate and landscape processes. To examine the controls on meteoric 10 Be concentrations in lake sediments, we develop a model that predicts concentrations of 10 Be in lake sediments as a function of atmospheric flux, sedimentation rate, and terrigenous input. The model was applied to two published datasets of 10 Be profiles in lake sediments from different settings to assess the sensitivity of individual controls on 10 Be concentration. Results show that while a variety of environmental conditions influence 10 Be in lake sediments, these can be quantified with surprisingly simple parameters. Assessment of the relative importance of model parameters requires the comparison of 10 Be concentrations in well-dated lake cores to independent paleoenvironmental proxies. We further validate this model and explore the application of meteoric 10 Be in lake archives, by exploring a new system, Blacktail Pond in Northern Yellowstone, for which a wealth of paleoenvironmental data exists. We present new meteoric 10 Be data in the core, and compare to model predictions based on sedimentation rates of both autochthous and allocthonous sediments and changes in the flux of meteoric 10 Be with precipitation. Surprisingly, patterns of measured 10 Be concentrations in Blacktail Pond sediments show little relationship to predicted concentrations, despite being of similar magnitude. Based on this analysis, we suggest that small lake systems may be most problematic for 10 Be analyses as they are most sensitive to changing 10 Be concentrations relative to changes in model parameters. This work provides a new quantitative framework to assess the control of sedimentation rates, inputs of allocthonous sediments, and hydroclimate in determining the 10 Be concentrations measured in lake sediments, and highlights the potential and limitations of meteoric 10 Be in quantifying past environmental changes.	['environmental sciences', 'geology', 'sedimentation and deposition', 'natural history', 'physical geology', 'physical sciences', 'erosion', 'science', 'earth sciences']
69063	http://scholarworks.montana.edu/xmlui/handle/1/12515	Becoming the teacher who 'can' : transformation through teacher self-efficacy and stress management	Deemed as a helping profession, teaching requires a combination of knowledge, skill and commitment to others. Teachers must assume varied roles in highly complex environments that fall under high accountability and demand, marking it as a stressful occupation. Particularly vulnerable are those learning to teach; they must be prepared for the realities of today's classroom, understanding the multiple roles that will be required of them. They experience a role-reversal as they transform from student to teacher. In order to negotiate this shift in perspective they must possess both an optimistic belief in their competence and ability to cope with the demands. This phenomenological study examined the experiences of secondary education pre-service teachers as they transformed from student to teacher. It captured a sense of their general and personal preconceptions regarding stress and coping, their experiences of stress and coping as they learned to teach, and the supports and resources that they perceived as preparing them to enter the teaching profession, particularly with teacher self-efficacy. The development and implementation of a stress management workshop served a dual purpose to provide a stage to build teacher self-efficacy. Three theories provided a foundation for the conceptual framework: Karasek's (1979) Job Demand-Control-Support Theory, Mezirow's (1999) Transformational Learning Theory, and Bandura's (1977) Self-Efficacy Theory. The participants were eight secondary English teacher candidates. Qualitative interviews and data collected from the workshop highlighted transformational profiles analyzed to capture the transformation. The results indicated emerging themes of trust, connection, purpose and balance as important tenets to cultivate teacher self-efficacy. These tenets were promoted through earlier and extended time in field experiences, social support through networks and learning communities, critical reflective activities and self-care initiatives. The stress management workshop provided a mediating support. The significance of this study may inform those who prepare teaching professional about proactive ways to build teacher self-efficacy and promote wellness among teacher candidates.	['philosophical anthropology', 'psychology, applied', 'human services', 'philosophy', 'theological anthropology', 'science', 'theology', 'humanities', 'christianity', 'auxiliary sciences of history', 'religions', 'philosophy and civilization', 'eschatology', 'physiology', 'biology', 'psychology', 'soul', 'ontology', 'future life', 'civilization', 'life sciences', 'public health', 'health', 'religious thought', 'life', 'civilization--philosophy', 'happiness', 'intellectual life', 'culture', 'self-efficacy', 'medicine', 'mental health', 'learning and scholarship', 'human biology', 'religion', 'theology, doctrinal', 'emotions']
69064	http://scholarworks.montana.edu/xmlui/handle/1/12516	Exploring the effects of fiber angle and stacking sequence on the static strength and acoustic emission signature of epoxy-fiberglass composites in marine environments	Marine Hydro-Kinetic (MHK) devices encompass promising new technologies designed to harness energy from ocean currents and tides. However, there are unique challenges to successful implementation of MHK devices. Material selection and characterization are crucial steps in the design process as the marine environment can be extremely detrimental to many materials systems. Epoxy-fiberglass composites, the premier material in wind turbine blades are being studied for use in MHK due to desirable price and durability. Preliminary research has shown a significant drop in ultimate strength due to moisture absorption in unidirectional laminates. This research extends these studies by exploring these effects on balanced and unbalanced off-axis fiber angles for a common epoxy-fiberglass material system. Ply by ply analysis is completed to explore the efficacy of a strength reduction prediction method for off-axis laminates. It also extends the study to include acoustic emission analysis to further investigate the material degradation at a micromechanical level. Partial saturation strength reduction in symmetric laminates is also studied.	['reliability (engineering)', 'system analysis', 'algebra', 'combinations', 'testing', 'mathematics', 'science', 'science--philosophy', 'industrial arts', 'operations research', 'research', 'handicraft', 'engineering', 'mathematical analysis', 'chance', 'occupations', 'permutations', 'combinatorial analysis', 'system theory', 'industrial engineering', 'fortune', 'technology', 'probabilities', 'systems engineering', 'maintainability (engineering)']
69065	http://scholarworks.montana.edu/xmlui/handle/1/1254	Smoking and non-surgical MRSA skin infections : is there a link?	Methicillin-Resistant Staphylococcus Aureus (MRSA) skin infections are becoming increasingly common and are the result of nearly 20,000 deaths in the United States each year. Although smoking has been linked to numerous infections including those that occur post-operatively, no one has ever linked the exposure to cigarette smoke to these types of infections. This study intended to examine the relationship between the two. Data was collected from patients in an Emergency Department with a history of non-surgical MRSA skin infections to determine what percentage of them smoked, smoked at the time of their infection or were exposed to smoke on a regular basis. Because of a small sample size and a flawed study design, a statistical analysis was not possible. However, it was discovered that over 63% of those with the infection were exposed to cigarette smoke in one form or another. The remaining 37% were nonsmokers or were not exposed to smoke on a regular basis. This indicates there may possibly be a link between the two but more research is needed in the area in order to establish a relationship.	['philosophical anthropology', 'smoking', 'philosophy', 'theological anthropology', 'substance abuse', 'science', 'theology', 'humanities', 'christianity', 'auxiliary sciences of history', 'religions', 'philosophy and civilization', 'eschatology', 'biology', 'psychology', 'tobacco use', 'soul', 'ontology', 'future life', 'civilization', 'life sciences', 'religious thought', 'life', 'civilization--philosophy', 'substance use', 'intellectual life', 'culture', 'habit', 'medicine', 'learning and scholarship', 'human biology', 'neurology', 'religion', 'psychology, pathological', 'theology, doctrinal']
69066	http://scholarworks.montana.edu/xmlui/handle/1/1257	Using Gardner's multiple intelligence theory to differentiate high school physics instruction	The purpose of this project was to examine the effects of differentiated instruction on students' understanding of high school physics based on Gardner's multiple intelligence theory. The original premise was that some students are strong in some intelligences and weak in others. Each student started by learning the content in the areas they were strong in, and then using that knowledge to help them overcome the more challenging concepts. They then worked together with students from all of the intelligence strengths to show a greater understanding of the content and scientific skills. The data was collected using a combination of pre and posttests, surveys, observations, and concept maps as a part of individual student interviews. The results indicate that this approach has its merits but will need refinement to be implemented into the entire curriculum. Differentiation with respect to multiple intelligence theory appears to cause an increase in student understanding, attitude and motivation.	['high school students', 'physics', 'students', 'physical sciences', 'science', 'persons']
69067	http://scholarworks.montana.edu/xmlui/handle/1/1258	The preference for the exotic in wildlife broadcast film	"American wildlife broadcast film has exhibited a preference for exotic fauna, leaving much of North American wildlife underappreciated. The American preference for the exotic finds its roots in the early African hunting films of Cherry Kearton, John Hemment, and Martin Johnson. These films became manifestations of the Pristine, a conceptual realm of untouched wildness filled with aesthetically-pleasing megafauna. Since then, visions of the Pristine, through the exotic wildlife and landscape, have remained popular in American broadcast viewing, as seen in Animal Planet's programming. Exotic wildlife broadcast film encourages viewers to engage in the roles of tourist, refugee, and conservationist. These roles, in turn, foster an understanding of nature that is dominated by seemingly plentiful megafauna, disconnected from humans and valued through a nature-importing model. The challenge in viewing domestic wildlife in broadcast film is that Americans cannot engage in the tourist role, one that highly values novelty and exceptionalism. In addition, Americans have become increasingly urbanized and separate from their natural surroundings. This separation between Americans and domestic wildlife may foster negative attitudes toward and misinformation of domestic fauna. Despite small steps in presenting domestic wildlife in Animal Planet programming, the prevalence of exotic-focused wildlife film has done little to bridge the gap between Americans and domestic wildlife. Filmmakers should reconsider the appeal of exotic wildlife (novelty and rarity) in order to foster interest in the vast array of generally unknown domestic wildlife. In a way films can encourage American viewers to become ""tourists"" to their own country's wildlife and foster the same positive values Americans hold for exotic fauna."	['philology', 'authorship', 'criticism', 'literature', 'rhetoric']
